id,total_retweets,total_favorites,total_ids,total_available_ids,percentage_avai_ids
gossipcop-905801,0.0,0.0,8.0,7.0,0.875
gossipcop-899446,0.0,1.0,27.0,24.0,0.8888888888888888
gossipcop-852580,202.0,475.0,90.0,83.99999999999999,0.9333333333333332
gossipcop-883565,5.0,58.0,61.0,51.0,0.8360655737704918
gossipcop-889938,0.0,0.0,12.0,12.0,1.0
gossipcop-912038,,,,,
gossipcop-920887,3.0,8.0,5.0,5.0,1.0
gossipcop-863832,0.0,0.0,66.0,61.0,0.9242424242424242
gossipcop-858590,23.0,44.0,181.0,158.0,0.8729281767955801
gossipcop-898815,1.0,2.0,34.0,30.999999999999996,0.9117647058823528
gossipcop-891417,0.0,0.0,41.0,39.0,0.951219512195122
gossipcop-888545,273.0,1556.0,512.0,428.0,0.8359375
gossipcop-887783,1.0,36.0,51.0,50.0,0.9803921568627452
gossipcop-862326,0.0,0.0,19.0,18.0,0.9473684210526316
gossipcop-858140,0.0,0.0,1.0,1.0,1.0
gossipcop-942642,0.0,0.0,16.0,10.0,0.625
gossipcop-812238,0.0,0.0,59.0,55.0,0.9322033898305084
gossipcop-913636,47.0,382.0,77.0,69.0,0.8961038961038961
gossipcop-951981,26.0,134.0,134.0,123.00000000000001,0.9179104477611941
gossipcop-856174,2.0,0.0,60.0,54.0,0.9
gossipcop-860455,0.0,0.0,86.0,82.0,0.9534883720930232
gossipcop-847124,10.0,24.0,156.0,126.0,0.8076923076923077
gossipcop-903365,0.0,0.0,16.0,14.0,0.875
gossipcop-909624,0.0,2.0,41.0,36.0,0.8780487804878049
gossipcop-859566,187.0,462.0,241.0,214.0,0.8879668049792531
gossipcop-868206,4.0,10.0,26.0,24.000000000000004,0.9230769230769232
gossipcop-892635,24.0,66.0,24.0,20.0,0.8333333333333334
gossipcop-847114,0.0,2.0,45.0,39.0,0.8666666666666667
gossipcop-896942,0.0,0.0,1.0,1.0,1.0
gossipcop-890864,,,,,
gossipcop-900101,2.0,9.0,20.0,19.0,0.95
gossipcop-883652,1.0,4.0,51.0,47.99999999999999,0.9411764705882352
gossipcop-906386,0.0,0.0,1.0,1.0,1.0
gossipcop-919883,0.0,1.0,114.0,104.0,0.912280701754386
gossipcop-892144,50.0,54.0,150.0,115.00000000000001,0.7666666666666667
gossipcop-903285,13.0,87.0,58.0,49.0,0.8448275862068966
gossipcop-903070,0.0,1.0,24.0,22.0,0.9166666666666666
gossipcop-903813,3.0,3.0,41.0,39.0,0.951219512195122
gossipcop-893199,12.0,28.0,85.0,73.0,0.8588235294117647
gossipcop-942155,0.0,1.0,9.0,8.0,0.8888888888888888
gossipcop-862694,0.0,4.0,30.0,27.0,0.9
gossipcop-903012,,,,,
gossipcop-946856,0.0,0.0,17.0,14.0,0.8235294117647058
gossipcop-910276,0.0,0.0,25.0,24.0,0.96
gossipcop-841815,322.0,474.0,162.0,142.0,0.8765432098765432
gossipcop-863347,0.0,0.0,52.0,50.0,0.9615384615384616
gossipcop-918922,1.0,2.0,44.0,40.0,0.9090909090909092
gossipcop-885278,50.0,406.0,57.0,53.0,0.9298245614035088
gossipcop-918648,0.0,0.0,81.0,76.99999999999999,0.9506172839506172
gossipcop-904303,0.0,0.0,11.0,9.0,0.8181818181818182
gossipcop-900587,107.0,605.0,355.0,305.0,0.8591549295774648
gossipcop-911106,1.0,1.0,23.0,20.0,0.8695652173913043
gossipcop-898964,1.0,1.0,42.0,38.0,0.9047619047619048
gossipcop-913072,1.0,0.0,70.0,60.0,0.8571428571428571
gossipcop-898541,0.0,0.0,1.0,1.0,1.0
gossipcop-905085,5.0,10.0,68.0,63.0,0.9264705882352942
gossipcop-883599,194.0,593.0,380.0,348.99999999999994,0.9184210526315788
gossipcop-950044,18.0,121.0,116.0,107.00000000000001,0.9224137931034484
gossipcop-843098,0.0,1.0,41.0,37.00000000000001,0.902439024390244
gossipcop-889345,0.0,0.0,47.0,45.0,0.9574468085106383
gossipcop-911771,0.0,0.0,83.0,76.0,0.9156626506024096
gossipcop-846820,0.0,0.0,45.0,38.0,0.8444444444444444
gossipcop-869615,0.0,1.0,43.0,39.99999999999999,0.9302325581395348
gossipcop-898550,0.0,0.0,49.0,45.00000000000001,0.9183673469387756
gossipcop-902119,39.0,339.0,101.0,94.99999999999999,0.9405940594059404
gossipcop-910866,0.0,0.0,17.0,15.0,0.8823529411764706
gossipcop-892808,0.0,0.0,17.0,15.0,0.8823529411764706
gossipcop-887308,0.0,0.0,49.0,45.00000000000001,0.9183673469387756
gossipcop-940125,0.0,0.0,57.0,53.0,0.9298245614035088
gossipcop-884375,27.0,102.0,85.0,79.99999999999999,0.9411764705882352
gossipcop-886306,1.0,6.0,41.0,40.0,0.975609756097561
gossipcop-866421,0.0,0.0,20.0,20.0,1.0
gossipcop-886265,0.0,0.0,23.0,21.0,0.9130434782608696
gossipcop-887137,,,,,
gossipcop-848524,,,,,
gossipcop-941762,1.0,1.0,19.0,16.0,0.8421052631578947
gossipcop-857079,0.0,3.0,87.0,68.0,0.7816091954022989
gossipcop-906504,0.0,0.0,52.0,49.00000000000001,0.9423076923076924
gossipcop-908401,0.0,0.0,44.0,42.0,0.9545454545454546
gossipcop-904057,0.0,0.0,6.0,6.0,1.0
gossipcop-884806,0.0,2.0,31.0,26.0,0.8387096774193549
gossipcop-904799,0.0,0.0,32.0,31.0,0.96875
gossipcop-842970,0.0,0.0,37.0,33.0,0.8918918918918919
gossipcop-887748,0.0,1.0,12.0,11.0,0.9166666666666666
gossipcop-852666,441.0,1983.0,259.0,232.0,0.8957528957528957
gossipcop-878327,108.0,1180.0,46.0,38.0,0.8260869565217391
gossipcop-844273,88.0,258.0,56.0,50.0,0.8928571428571429
gossipcop-885444,0.0,0.0,18.0,17.0,0.9444444444444444
gossipcop-901295,2.0,0.0,21.0,19.0,0.9047619047619048
gossipcop-850896,46.0,177.0,135.0,115.0,0.8518518518518519
gossipcop-869072,0.0,0.0,1.0,1.0,1.0
gossipcop-894934,0.0,10.0,56.0,53.0,0.9464285714285714
gossipcop-878636,179.0,826.0,58.0,45.0,0.7758620689655172
gossipcop-942097,0.0,0.0,12.0,9.0,0.75
gossipcop-947678,0.0,22.0,60.0,55.0,0.9166666666666666
gossipcop-842367,291.0,1314.0,75.0,66.0,0.88
gossipcop-843161,0.0,2.0,66.0,56.0,0.8484848484848485
gossipcop-924387,0.0,0.0,94.0,89.00000000000001,0.946808510638298
gossipcop-917817,1.0,1.0,76.0,69.0,0.9078947368421052
gossipcop-950946,0.0,0.0,46.0,41.0,0.8913043478260869
gossipcop-875692,2.0,3.0,62.0,57.0,0.9193548387096774
gossipcop-892792,2.0,4.0,30.0,27.999999999999996,0.9333333333333332
gossipcop-908223,1.0,3.0,56.0,52.0,0.9285714285714286
gossipcop-899023,0.0,1.0,52.0,48.00000000000001,0.9230769230769232
gossipcop-903909,0.0,0.0,29.0,27.000000000000004,0.9310344827586208
gossipcop-930540,0.0,0.0,50.0,44.0,0.88
gossipcop-886741,0.0,2.0,46.0,42.0,0.9130434782608696
gossipcop-905156,3.0,3.0,50.0,49.0,0.98
gossipcop-950960,2.0,3.0,11.0,8.0,0.7272727272727273
gossipcop-894559,5.0,26.0,46.0,44.0,0.9565217391304348
gossipcop-914749,,,,,
gossipcop-898942,0.0,0.0,42.0,41.0,0.9761904761904762
gossipcop-954601,0.0,1.0,44.0,40.0,0.9090909090909092
gossipcop-918577,0.0,0.0,84.0,78.0,0.9285714285714286
gossipcop-860073,1.0,1.0,31.0,27.999999999999996,0.9032258064516128
gossipcop-897258,1.0,0.0,52.0,51.0,0.9807692307692308
gossipcop-890575,0.0,0.0,45.0,43.0,0.9555555555555556
gossipcop-869480,0.0,0.0,1.0,1.0,1.0
gossipcop-914830,0.0,1.0,85.0,82.0,0.9647058823529412
gossipcop-904647,0.0,8.0,53.0,48.0,0.9056603773584906
gossipcop-881046,0.0,1.0,47.0,44.00000000000001,0.9361702127659576
gossipcop-913762,0.0,0.0,22.0,22.0,1.0
gossipcop-873820,0.0,4.0,120.0,111.99999999999999,0.9333333333333332
gossipcop-771273,0.0,7.0,85.0,71.0,0.8352941176470589
gossipcop-681826,1.0,3.0,85.0,75.0,0.8823529411764706
gossipcop-847783,,,,,
gossipcop-931082,360.0,1705.0,241.0,164.0,0.6804979253112033
gossipcop-870799,,,,,
gossipcop-760408,1.0,2.0,145.0,139.0,0.9586206896551724
gossipcop-842990,0.0,0.0,51.0,47.0,0.9215686274509804
gossipcop-948055,7.0,34.0,39.0,36.00000000000001,0.9230769230769232
gossipcop-898558,8.0,54.0,69.0,66.0,0.9565217391304348
gossipcop-950061,1.0,3.0,84.0,80.0,0.9523809523809524
gossipcop-949184,,,,,
gossipcop-946045,0.0,1.0,51.0,47.99999999999999,0.9411764705882352
gossipcop-933466,0.0,2.0,46.0,45.0,0.9782608695652174
gossipcop-888809,0.0,0.0,1.0,1.0,1.0
gossipcop-927425,1.0,1.0,78.0,66.0,0.8461538461538461
gossipcop-846573,27.0,56.0,60.0,55.99999999999999,0.9333333333333332
gossipcop-921622,27.0,70.0,72.0,67.0,0.9305555555555556
politifact14548,78473.0,173708.0,29060.0,22975.0,0.7906056434962148
gossipcop-866831,17.0,86.0,114.0,107.0,0.9385964912280702
gossipcop-886558,58.0,258.0,59.0,55.0,0.9322033898305084
gossipcop-862520,0.0,8.0,38.0,30.0,0.7894736842105263
gossipcop-845347,63.0,190.0,49.0,39.0,0.7959183673469388
gossipcop-929576,,,,,
gossipcop-858922,2.0,10.0,88.0,84.0,0.9545454545454546
gossipcop-859839,22.0,111.0,110.0,104.0,0.9454545454545454
gossipcop-867704,0.0,3.0,86.0,75.00000000000001,0.8720930232558141
gossipcop-884061,0.0,1.0,15.0,9.0,0.6
gossipcop-904849,0.0,2.0,44.0,41.0,0.9318181818181818
gossipcop-868155,13.0,81.0,39.0,36.00000000000001,0.9230769230769232
gossipcop-850566,19.0,61.0,37.0,33.0,0.8918918918918919
gossipcop-858053,2.0,1.0,20.0,19.0,0.95
gossipcop-887715,1.0,2.0,76.0,71.00000000000001,0.9342105263157896
gossipcop-913918,0.0,0.0,18.0,16.0,0.8888888888888888
gossipcop-894534,1.0,0.0,57.0,54.0,0.9473684210526316
gossipcop-868541,0.0,1.0,24.0,23.0,0.9583333333333334
gossipcop-897114,11.0,54.0,72.0,66.0,0.9166666666666666
gossipcop-938917,0.0,16.0,21.0,19.0,0.9047619047619048
gossipcop-856582,22.0,110.0,59.0,45.0,0.7627118644067796
gossipcop-896044,28.0,4.0,95.0,90.0,0.9473684210526316
gossipcop-867179,41.0,106.0,134.0,115.99999999999999,0.8656716417910447
gossipcop-872985,0.0,0.0,1.0,1.0,1.0
gossipcop-889544,0.0,1.0,1.0,1.0,1.0
gossipcop-873816,1.0,0.0,78.0,74.0,0.9487179487179488
gossipcop-910406,0.0,0.0,24.0,21.0,0.875
gossipcop-911491,0.0,0.0,55.0,53.0,0.9636363636363636
gossipcop-894268,1.0,3.0,27.0,23.0,0.8518518518518519
gossipcop-884437,4.0,9.0,105.0,97.99999999999999,0.9333333333333332
gossipcop-929184,0.0,0.0,37.0,35.00000000000001,0.945945945945946
gossipcop-921877,42.0,356.0,97.0,90.0,0.9278350515463918
gossipcop-911792,1.0,0.0,75.0,58.0,0.7733333333333333
gossipcop-906206,14.0,184.0,89.0,82.0,0.9213483146067416
gossipcop-894988,1.0,7.0,17.0,15.999999999999998,0.9411764705882352
gossipcop-867171,56.0,256.0,180.0,155.0,0.8611111111111112
gossipcop-927843,25.0,120.0,118.0,106.0,0.8983050847457628
gossipcop-922313,0.0,1.0,26.0,18.0,0.6923076923076923
gossipcop-878370,0.0,1.0,16.0,16.0,1.0
gossipcop-906568,1011.0,4356.0,97.0,84.0,0.865979381443299
gossipcop-903819,0.0,0.0,27.0,20.0,0.7407407407407407
gossipcop-849069,2.0,1.0,67.0,54.0,0.8059701492537313
gossipcop-880130,207.0,496.0,287.0,249.99999999999997,0.8710801393728222
gossipcop-887558,0.0,0.0,23.0,19.0,0.8260869565217391
gossipcop-907390,0.0,0.0,51.0,47.99999999999999,0.9411764705882352
gossipcop-907924,1.0,0.0,12.0,12.0,1.0
gossipcop-928811,17.0,72.0,180.0,165.0,0.9166666666666666
gossipcop-870607,2.0,5.0,37.0,32.0,0.8648648648648649
gossipcop-861272,0.0,0.0,1.0,1.0,1.0
gossipcop-886603,1.0,3.0,74.0,69.0,0.9324324324324323
gossipcop-922347,0.0,0.0,15.0,15.0,1.0
gossipcop-915781,21.0,144.0,30.0,29.000000000000004,0.9666666666666668
gossipcop-882575,0.0,0.0,5.0,5.0,1.0
gossipcop-928105,0.0,0.0,14.0,10.0,0.7142857142857143
gossipcop-849451,81.0,829.0,102.0,92.99999999999999,0.9117647058823528
gossipcop-843039,2.0,0.0,21.0,20.0,0.9523809523809524
gossipcop-941056,0.0,23.0,45.0,38.0,0.8444444444444444
gossipcop-863054,0.0,0.0,46.0,43.0,0.9347826086956522
gossipcop-869342,65.0,313.0,29.0,25.999999999999993,0.8965517241379308
gossipcop-897086,197.0,269.0,145.0,129.0,0.8896551724137931
gossipcop-859838,0.0,0.0,83.0,68.0,0.8192771084337349
gossipcop-932910,0.0,0.0,1.0,1.0,1.0
gossipcop-894368,0.0,0.0,4.0,4.0,1.0
gossipcop-930851,0.0,0.0,43.0,38.99999999999999,0.9069767441860463
gossipcop-930492,1.0,2.0,71.0,64.99999999999999,0.9154929577464788
gossipcop-870900,0.0,0.0,1.0,1.0,1.0
gossipcop-934994,0.0,0.0,42.0,40.0,0.9523809523809524
gossipcop-863584,1.0,2.0,42.0,41.0,0.9761904761904762
gossipcop-887744,1.0,4.0,19.0,18.0,0.9473684210526316
gossipcop-885662,0.0,1.0,49.0,44.0,0.8979591836734694
gossipcop-905037,5.0,13.0,21.0,18.0,0.8571428571428571
gossipcop-900937,7.0,11.0,67.0,63.99999999999999,0.9552238805970148
gossipcop-877028,0.0,0.0,6.0,5.0,0.8333333333333334
gossipcop-859536,44.0,96.0,129.0,109.0,0.8449612403100775
gossipcop-913767,0.0,2.0,19.0,16.0,0.8421052631578947
gossipcop-843540,0.0,0.0,63.0,57.0,0.9047619047619048
gossipcop-863361,1.0,3.0,38.0,34.0,0.8947368421052632
gossipcop-950435,0.0,2.0,40.0,36.0,0.9
gossipcop-847760,2.0,1.0,94.0,84.0,0.8936170212765957
gossipcop-921517,41.0,384.0,104.0,93.0,0.8942307692307693
gossipcop-881716,0.0,0.0,1.0,1.0,1.0
gossipcop-923562,40.0,161.0,97.0,91.0,0.9381443298969072
gossipcop-909276,1.0,3.0,17.0,17.0,1.0
gossipcop-909714,0.0,1.0,17.0,15.999999999999998,0.9411764705882352
gossipcop-908616,0.0,0.0,80.0,77.0,0.9625
gossipcop-911006,0.0,0.0,18.0,17.0,0.9444444444444444
gossipcop-945548,8.0,69.0,11.0,8.0,0.7272727272727273
gossipcop-877941,0.0,1.0,63.0,58.0,0.9206349206349206
gossipcop-870253,0.0,1.0,89.0,86.00000000000001,0.9662921348314608
gossipcop-856962,,,,,
gossipcop-955791,1993.0,2561.0,861.0,709.0,0.8234610917537747
gossipcop-909370,24.0,54.0,80.0,77.0,0.9625
gossipcop-870895,0.0,2.0,32.0,32.0,1.0
gossipcop-947835,0.0,3.0,44.0,39.0,0.8863636363636364
gossipcop-954109,0.0,18.0,60.0,52.0,0.8666666666666667
gossipcop-842820,38.0,131.0,49.0,44.0,0.8979591836734694
gossipcop-931408,0.0,2.0,47.0,45.0,0.9574468085106383
gossipcop-918087,0.0,1.0,28.0,26.0,0.9285714285714286
gossipcop-862317,47.0,128.0,75.0,65.0,0.8666666666666667
gossipcop-881072,0.0,0.0,1.0,1.0,1.0
gossipcop-937177,0.0,0.0,17.0,14.0,0.8235294117647058
gossipcop-900187,0.0,0.0,28.0,25.0,0.8928571428571429
gossipcop-912138,0.0,0.0,1.0,1.0,1.0
gossipcop-907022,0.0,1.0,79.0,71.0,0.8987341772151899
politifact13897,59.0,87.0,358.0,305.0,0.8519553072625698
gossipcop-899160,15.0,39.0,114.0,110.0,0.9649122807017544
gossipcop-897328,0.0,0.0,1.0,1.0,1.0
gossipcop-886491,0.0,1.0,49.0,46.99999999999999,0.9591836734693876
gossipcop-846406,1.0,0.0,63.0,56.0,0.8888888888888888
gossipcop-894610,0.0,0.0,43.0,42.0,0.9767441860465116
gossipcop-857891,,,,,
gossipcop-844130,4.0,4.0,58.0,48.0,0.8275862068965517
gossipcop-878965,75.0,374.0,74.0,70.00000000000001,0.945945945945946
gossipcop-909171,0.0,0.0,53.0,50.0,0.9433962264150944
gossipcop-876892,,,,,
gossipcop-883325,0.0,1.0,26.0,22.0,0.8461538461538461
gossipcop-846055,35.0,126.0,119.0,97.0,0.8151260504201681
gossipcop-888520,6.0,51.0,65.0,60.00000000000001,0.9230769230769232
gossipcop-920980,0.0,0.0,32.0,32.0,1.0
gossipcop-888184,14.0,12.0,47.0,44.00000000000001,0.9361702127659576
gossipcop-877536,0.0,0.0,82.0,69.0,0.8414634146341463
gossipcop-940887,0.0,0.0,54.0,49.0,0.9074074074074074
gossipcop-870718,0.0,0.0,2.0,2.0,1.0
gossipcop-861906,2.0,2.0,58.0,54.00000000000001,0.9310344827586208
gossipcop-908698,0.0,0.0,21.0,20.0,0.9523809523809524
gossipcop-899138,0.0,3.0,55.0,52.0,0.9454545454545454
gossipcop-941931,3.0,17.0,53.0,44.0,0.8301886792452831
gossipcop-869533,0.0,0.0,13.0,12.000000000000002,0.9230769230769232
gossipcop-893783,,,,,
gossipcop-856172,0.0,9.0,86.0,71.0,0.8255813953488372
gossipcop-877186,15.0,181.0,68.0,61.0,0.8970588235294118
gossipcop-909363,0.0,0.0,22.0,21.0,0.9545454545454546
gossipcop-865529,0.0,2.0,48.0,44.0,0.9166666666666666
gossipcop-888226,,,,,
gossipcop-857383,5.0,5.0,61.0,55.00000000000001,0.9016393442622952
gossipcop-900894,37.0,159.0,61.0,54.0,0.8852459016393442
gossipcop-868659,0.0,1.0,2.0,2.0,1.0
gossipcop-865945,0.0,1.0,80.0,71.0,0.8875
gossipcop-887675,0.0,0.0,54.0,51.99999999999999,0.9629629629629628
gossipcop-856102,0.0,0.0,60.0,54.0,0.9
gossipcop-882560,0.0,1.0,23.0,22.0,0.9565217391304348
gossipcop-885899,1.0,0.0,81.0,72.0,0.8888888888888888
gossipcop-892992,0.0,0.0,1.0,1.0,1.0
gossipcop-898419,0.0,1.0,61.0,53.0,0.8688524590163934
gossipcop-909790,0.0,1.0,14.0,14.0,1.0
gossipcop-933832,1.0,0.0,22.0,20.0,0.9090909090909092
gossipcop-864648,1.0,4.0,110.0,89.0,0.8090909090909091
gossipcop-943990,0.0,0.0,33.0,29.0,0.8787878787878788
gossipcop-857456,2.0,6.0,70.0,65.0,0.9285714285714286
gossipcop-887123,40.0,206.0,102.0,97.0,0.9509803921568628
gossipcop-942927,0.0,6.0,58.0,54.00000000000001,0.9310344827586208
gossipcop-892836,0.0,1.0,21.0,20.0,0.9523809523809524
gossipcop-912242,0.0,2.0,60.0,58.99999999999999,0.9833333333333332
gossipcop-904582,0.0,0.0,9.0,8.0,0.8888888888888888
gossipcop-925435,3.0,2.0,28.0,26.0,0.9285714285714286
gossipcop-912804,0.0,3.0,29.0,25.0,0.8620689655172413
gossipcop-945781,0.0,0.0,27.0,18.0,0.6666666666666666
gossipcop-917973,0.0,2.0,22.0,20.0,0.9090909090909092
gossipcop-899672,6.0,22.0,62.0,54.0,0.8709677419354839
gossipcop-866133,1.0,2.0,32.0,31.0,0.96875
gossipcop-848097,64.0,149.0,106.0,89.00000000000001,0.8396226415094341
gossipcop-883762,0.0,1.0,63.0,56.0,0.8888888888888888
gossipcop-899541,0.0,0.0,46.0,43.0,0.9347826086956522
gossipcop-898199,2.0,1.0,32.0,27.0,0.84375
gossipcop-868834,66.0,102.0,125.0,109.0,0.872
politifact15267,2.0,2.0,10.0,10.0,1.0
gossipcop-867516,0.0,1.0,9.0,8.0,0.8888888888888888
gossipcop-909584,10.0,16.0,90.0,86.0,0.9555555555555556
gossipcop-848818,7.0,17.0,160.0,123.0,0.76875
gossipcop-888362,0.0,0.0,2.0,2.0,1.0
gossipcop-858957,0.0,2.0,80.0,77.0,0.9625
gossipcop-952698,0.0,0.0,1.0,1.0,1.0
gossipcop-876198,0.0,3.0,27.0,24.0,0.8888888888888888
gossipcop-900143,1530.0,1877.0,107.0,99.00000000000001,0.9252336448598132
gossipcop-931949,2.0,11.0,17.0,17.0,1.0
gossipcop-914559,0.0,0.0,54.0,46.0,0.8518518518518519
gossipcop-875857,0.0,1.0,30.0,23.0,0.7666666666666667
gossipcop-916765,0.0,0.0,54.0,53.00000000000001,0.9814814814814816
gossipcop-864511,0.0,1.0,69.0,65.0,0.9420289855072465
gossipcop-934526,,,,,
gossipcop-867833,1.0,0.0,25.0,22.0,0.88
gossipcop-892279,32.0,84.0,26.0,23.0,0.8846153846153846
gossipcop-867284,1.0,2.0,56.0,50.99999999999999,0.9107142857142856
gossipcop-865234,165.0,421.0,38.0,34.99999999999999,0.9210526315789472
gossipcop-857319,1.0,1.0,46.0,43.0,0.9347826086956522
gossipcop-874998,0.0,2.0,78.0,68.0,0.8717948717948718
gossipcop-880398,0.0,0.0,50.0,46.0,0.92
gossipcop-903913,0.0,0.0,1.0,1.0,1.0
gossipcop-921801,1.0,0.0,24.0,22.0,0.9166666666666666
gossipcop-898152,0.0,0.0,24.0,21.0,0.875
gossipcop-927575,0.0,0.0,47.0,44.00000000000001,0.9361702127659576
gossipcop-939807,0.0,5.0,24.0,23.0,0.9583333333333334
gossipcop-867133,0.0,2.0,98.0,80.0,0.8163265306122449
gossipcop-865327,10.0,52.0,133.0,123.0,0.924812030075188
gossipcop-890624,0.0,1.0,34.0,30.999999999999996,0.9117647058823528
gossipcop-871205,1.0,6.0,53.0,50.0,0.9433962264150944
gossipcop-875489,1.0,2.0,73.0,69.99999999999999,0.9589041095890408
gossipcop-843369,9.0,18.0,84.0,71.0,0.8452380952380952
gossipcop-929899,0.0,0.0,2.0,2.0,1.0
gossipcop-913546,0.0,0.0,22.0,18.0,0.8181818181818182
gossipcop-877066,0.0,1.0,67.0,61.0,0.9104477611940298
gossipcop-900460,0.0,6.0,33.0,27.0,0.8181818181818182
gossipcop-852808,5.0,56.0,59.0,45.0,0.7627118644067796
gossipcop-877823,0.0,1.0,28.0,24.0,0.8571428571428571
gossipcop-938506,0.0,0.0,18.0,16.0,0.8888888888888888
gossipcop-933664,,,,,
gossipcop-936928,1.0,2.0,10.0,10.0,1.0
gossipcop-874314,2.0,1.0,27.0,25.999999999999996,0.9629629629629628
gossipcop-889358,0.0,0.0,41.0,39.0,0.951219512195122
gossipcop-891942,18.0,48.0,57.0,53.0,0.9298245614035088
gossipcop-844955,43.0,120.0,97.0,81.0,0.8350515463917526
gossipcop-913738,134.0,1177.0,128.0,114.0,0.890625
gossipcop-848106,,,,,
gossipcop-905118,35.0,141.0,170.0,151.0,0.888235294117647
gossipcop-897615,2.0,1.0,56.0,52.0,0.9285714285714286
gossipcop-896509,0.0,3.0,13.0,11.0,0.8461538461538461
gossipcop-937127,0.0,0.0,16.0,14.0,0.875
gossipcop-886698,0.0,1.0,59.0,53.0,0.8983050847457628
gossipcop-888877,1.0,0.0,59.0,53.0,0.8983050847457628
gossipcop-954167,118.0,345.0,128.0,100.0,0.78125
gossipcop-896454,,,,,
gossipcop-951234,0.0,2.0,64.0,60.0,0.9375
gossipcop-937243,2.0,1.0,61.0,57.0,0.9344262295081968
gossipcop-893399,4.0,8.0,65.0,60.00000000000001,0.9230769230769232
gossipcop-941084,1.0,3.0,26.0,25.0,0.9615384615384616
gossipcop-914551,0.0,0.0,87.0,79.00000000000001,0.9080459770114944
gossipcop-855440,1.0,6.0,48.0,40.0,0.8333333333333334
gossipcop-888340,4.0,19.0,68.0,61.0,0.8970588235294118
gossipcop-917567,0.0,8.0,15.0,15.0,1.0
gossipcop-933459,0.0,0.0,50.0,45.0,0.9
gossipcop-853464,1.0,3.0,78.0,60.99999999999999,0.7820512820512819
gossipcop-924666,0.0,0.0,13.0,12.000000000000002,0.9230769230769232
gossipcop-925049,3.0,5.0,45.0,37.0,0.8222222222222222
gossipcop-930559,351.0,4893.0,23.0,19.0,0.8260869565217391
gossipcop-911098,14.0,11.0,49.0,30.0,0.6122448979591837
gossipcop-886486,37.0,88.0,86.0,74.0,0.8604651162790697
gossipcop-847502,0.0,0.0,25.0,22.0,0.88
gossipcop-916079,0.0,0.0,71.0,66.0,0.9295774647887324
gossipcop-867544,0.0,1.0,51.0,47.99999999999999,0.9411764705882352
gossipcop-843620,0.0,1.0,58.0,53.00000000000001,0.913793103448276
gossipcop-846843,26.0,71.0,101.0,94.99999999999999,0.9405940594059404
gossipcop-851406,0.0,3.0,32.0,31.0,0.96875
gossipcop-901172,0.0,0.0,1.0,1.0,1.0
gossipcop-868240,3.0,14.0,58.0,55.00000000000001,0.9482758620689656
gossipcop-894490,13.0,71.0,56.0,50.99999999999999,0.9107142857142856
gossipcop-860769,0.0,0.0,53.0,48.99999999999999,0.9245283018867924
gossipcop-896517,3.0,25.0,75.0,65.0,0.8666666666666667
gossipcop-875608,0.0,0.0,46.0,44.0,0.9565217391304348
gossipcop-897929,0.0,0.0,1.0,1.0,1.0
gossipcop-906615,0.0,0.0,52.0,47.00000000000001,0.903846153846154
gossipcop-907259,0.0,0.0,60.0,55.99999999999999,0.9333333333333332
gossipcop-905726,1.0,2.0,54.0,50.00000000000001,0.925925925925926
gossipcop-905056,19.0,86.0,48.0,40.0,0.8333333333333334
gossipcop-911671,0.0,0.0,2.0,0.0,0.0
gossipcop-921864,0.0,0.0,50.0,46.0,0.92
gossipcop-921194,0.0,0.0,1.0,1.0,1.0
gossipcop-947183,,,,,
gossipcop-910854,7.0,36.0,32.0,28.0,0.875
gossipcop-925548,1.0,1.0,80.0,75.0,0.9375
gossipcop-928267,51.0,256.0,96.0,90.0,0.9375
gossipcop-910300,0.0,0.0,2.0,2.0,1.0
gossipcop-928886,24.0,24.0,37.0,36.0,0.972972972972973
gossipcop-882241,0.0,0.0,4.0,2.0,0.5
gossipcop-936550,0.0,0.0,42.0,37.0,0.8809523809523809
gossipcop-898585,2.0,3.0,35.0,24.0,0.6857142857142857
gossipcop-938705,0.0,0.0,50.0,47.0,0.94
gossipcop-948951,0.0,0.0,5.0,3.0,0.6
gossipcop-865345,0.0,3.0,18.0,17.0,0.9444444444444444
gossipcop-897832,0.0,0.0,1.0,1.0,1.0
gossipcop-937588,0.0,0.0,58.0,55.00000000000001,0.9482758620689656
gossipcop-941894,0.0,0.0,33.0,31.999999999999996,0.9696969696969696
gossipcop-865689,0.0,0.0,3.0,3.0,1.0
politifact14880,1054.0,1508.0,165.0,132.0,0.8
gossipcop-844325,0.0,3.0,43.0,32.0,0.7441860465116279
gossipcop-844779,1.0,11.0,41.0,32.0,0.7804878048780488
gossipcop-857989,0.0,0.0,72.0,69.0,0.9583333333333334
gossipcop-846274,6.0,19.0,84.0,66.0,0.7857142857142857
gossipcop-843671,,,,,
gossipcop-851280,0.0,0.0,35.0,31.0,0.8857142857142857
gossipcop-854736,3.0,2.0,67.0,53.0,0.7910447761194029
gossipcop-859600,0.0,0.0,2.0,2.0,1.0
gossipcop-860993,0.0,0.0,1.0,1.0,1.0
gossipcop-863965,,,,,
gossipcop-865716,1.0,1.0,78.0,71.0,0.9102564102564102
gossipcop-865726,1.0,4.0,85.0,76.0,0.8941176470588236
gossipcop-867079,0.0,0.0,36.0,33.0,0.9166666666666666
gossipcop-867699,0.0,0.0,50.0,45.0,0.9
gossipcop-870856,,,,,
gossipcop-870704,0.0,1.0,24.0,18.0,0.75
